"sourceCode","sourceName","sourceFrequency","sourceAutoAssignedConceptIds","ADD_INFO:oeno_name","matchScore","mappingStatus","equivalence","statusSetBy","statusSetOn","conceptId","conceptName","domainId","mappingType","comment","createdBy","createdOn","assignedReviewer"
"3612A","Echocardiography (M-mode, 2D)",-1,0,"Echocardiographia (M-mód, 2D)",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4102461,"Echography, M-mode, complete",Procedure,MAPS_TO,,,0,
"36155",Bladder UH examination,-1,0,Húgyhólyag UH vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4060629,US scan of bladder,Procedure,MAPS_TO,,,0,
"29000",Histopathological examination by the usual processing method,-1,0,Szövettani vizsgálat a szokásos feldolgozási módszerrel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4022145,Pathologist evaluation,Procedure,MAPS_TO,,,0,
"3612D",Echocardiography colour Doppler,-1,0,Echocardiographia color Doppler,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4311293,Color doppler ultrasound,Procedure,MAPS_TO,,,0,
"19214",Cognitive mapping to inform therapy,-1,0,Kognitív térképezés terápia megalapozásához,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4012466,"Assessment and interpretation of higher cerebral function, cognitive testing",Procedure,MAPS_TO,,,0,
"95530",Self-care training (practice of daily activities),-1,0,Önellátásra oktatás (napi tevékenységek gyakorlása),1,APPROVED,EQUIVALENT,Hungarian national Node,0,4227389,Self-care assistance: IADL,Procedure,MAPS_TO,,,0,
"87600",Oxygen therapy,-1,0,Oxigén terápia,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4239130,Oxygen therapy,Procedure,MAPS_TO,,,0,
"31651","Hip joint, AP image",-1,0,"Csípőízület, AP felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,37204743,Plain X-ray of hip,Procedure,MAPS_TO,,,0,
"31651","Hip joint, AP image",-1,0,"Csípőízület, AP felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,3048011,XR Hip AP,Procedure,MAPS_TO,,,0,
"40060",Chest screening,-1,0,Mellkas-szűrővizsgálat,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4062637,Tuberculosis screening,Measurement,MAPS_TO,,,0,
"40060",Chest screening,-1,0,Mellkas-szűrővizsgálat,1,APPROVED,EQUIVALENT,Hungarian national Node,0,37110093,Lung cancer screening,Measurement,MAPS_TO,,,0,
"88340",Venous cannulation,-1,0,Véna kanülálás,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4311035,Intravenous cannulation,Procedure,MAPS_TO,,,0,
"86044",Medium frequency treatment,-1,0,Középfrekvenciás kezelés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4059953,Electrotherapy,Procedure,MAPS_TO,,,0,
"81503","Aspiration of secretions from nose, ear",-1,0,"Váladék leszívása orrból, fülből",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4339042,Suction clearance of external auditory canal,Procedure,MAPS_TO,,,0,
"81503","Aspiration of secretions from nose, ear",-1,0,"Váladék leszívása orrból, fülből",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4205533,Suction clearance of nasal cavity,Procedure,MAPS_TO,,,0,
"39999",Additional point for comparative imaging,-1,0,Kiegészítő pont összehasonlító felvételért,1,APPROVED,EQUIVALENT,Hungarian national Node,0,3010757,XR Unspecified body region Comparison view,Procedure,MAPS_TO,,,0,
"36152",Prostate UH examination,-1,0,Prostata UH vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4223095,Radiography of prostate,Procedure,MAPS_TO,,,0,
"30670",Body positioning for radiation treatment,-1,0,Testhelyzetrögzítés sugárkezeléshez,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4075193,Preparation of patient for procedure,Observation,MAPS_TO,,,0,
"99985",Additional point for patient care beyond 30 minutes,-1,0,Kiegészítő pont betegfelügyeletért 30 percen túl,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4304206,Patient status observation,Procedure,MAPS_TO,,,0,
"17102",Spirometry,-1,0,Spirometria,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4133840,Spirometry,Measurement,MAPS_TO,,,0,
"96009",Psychiatric nurse intervention,-1,0,Pszichiátriai szakápolói intervenció,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4136483,Under care of psychiatric nurse,Observation,MAPS_TO,,,0,
"96009",Psychiatric nurse intervention,-1,0,Pszichiátriai szakápolói intervenció,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4028919,"Psychiatric procedure, interview AND/OR consultation",Procedure,MAPS_TO,,,0,
"29400",Diagnostic aspiration/exfoliative cytological examination using standard processing method,-1,0,Diagnosztikus aspirációs/exfoliatív citológiai vizsgálat a szokásos feldolgozási módszerrel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4171863,Fine needle biopsy,Procedure,MAPS_TO,,,0,
"88912",Local infiltration anaesthesia,-1,0,Helyi infiltrációs érzéstelenítés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4196525,"Local anesthesia, by infiltration",Procedure,MAPS_TO,,,0,
"19201",Psychiatric/psychological diagnostic interview,-1,0,Pszichiátriai/pszichológiai diagnosztikus interjú,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4012525,Diagnostic psychiatric interview,Procedure,MAPS_TO,,,0,
"19201",Psychiatric/psychological diagnostic interview,-1,0,Pszichiátriai/pszichológiai diagnosztikus interjú,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4226272,Psychological assessment,Procedure,MAPS_TO,,,0,
"36138",Gastrointestinal UH examination,-1,0,Gyomor-bélrendszer UH vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4125529,US gastrointestinal tract,Procedure,MAPS_TO,,,0,
"31740","Wrist, bilateral view",-1,0,"Csukló, kétirányú felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,3003848,XR Wrist - bilateral Views,Procedure,MAPS_TO,,,0,
"31740","Wrist, bilateral view",-1,0,"Csukló, kétirányú felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4243062,Radiography of wrist,Procedure,MAPS_TO,,,0,
"37200","Linear accelerator, photon up to 6 MV, one field",-1,0,"Lineáris accelerátor, foton 6 MV-ig, egy mező",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4060646,Linear accelerator photon therapy,Procedure,MAPS_TO,,,0,
"12150",Colour vision test with pseudoisochrome plates,-1,0,Színlátásvizsgálat pseudoisochrom táblákkal,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4119692,Pseudoisochromatic plate,Device,MAPS_TO,,,0,
"12150",Colour vision test with pseudoisochrome plates,-1,0,Színlátásvizsgálat pseudoisochrom táblákkal,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4326577,Color vision examination,Procedure,MAPS_TO,,,0,
"94410",Guided walking exercises with assistive devices,-1,0,Irányított járásgyakorlatok segédeszközzel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,46272440,Assistance with walking using device,Procedure,MAPS_TO,,,0,
"36140",Pregnancy transabdominal UH examination,-1,0,Várandóssági transabdominalis UH vizsgálat,1,APPROVED,EQUIVALENT,Hungarian national Node,0,44790279,Obstetric ultrasound monitoring,Procedure,MAPS_TO,,,0,
"86634",TENS,-1,0,TENS,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4042698,Transcutaneous electrical nerve stimulation,Observation,MAPS_TO,,,0,
"28235",Antibody screening (papain Liss-Coombs),-1,0,Ellenanyagszűrés (papain Liss-Coombs),1,APPROVED,EQUIVALENT,Hungarian national Node,0,4025129,Antibody screen,Measurement,MAPS_TO,,,0,
"28231",Antibody screening (pLISS),-1,0,Ellenanyagszűrés (pLISS),1,APPROVED,EQUIVALENT,Hungarian national Node,0,4025129,Antibody screen,Measurement,MAPS_TO,,,0,
"28210","Laboratory blood grouping (AB0, Rh)",-1,0,"Laboratóriumi vércsoport meghatározás (AB0, Rh)",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4013592,"Blood group typing, RH phenotyping",Measurement,MAPS_TO,,,0,
"31650","Pelvis, AP image",-1,0,"Medence, AP felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4145310,Pelvis X-ray,Procedure,MAPS_TO,,,0,
"31650","Pelvis, AP image",-1,0,"Medence, AP felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,3049253,XR Pelvis AP,Procedure,MAPS_TO,,,0,
"85850","Injection into musculus, tendo, bursa seu ligamentum",-1,0,"Injectio in musculus, tendo, bursa seu ligamentum",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4101113,Intra-articular injection,Procedure,MAPS_TO,,,0,
"11302","Control examination, consultation outside the practice",-1,0,"Kontrollvizsgálat, konzílium a rendelőn kívül vagy telemedicina keretében",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4307024,Follow-up encounter,Observation,MAPS_TO,,,0,
"99993",Additional point under 1 year of age,-1,0,Kiegészítő pont 1 éves kor alatt,1,APPROVED,EQUIVALENT,Hungarian national Node,0,0,No matching concept,Metadata,MAPS_TO,,,0,
"31604","Shoulder, AP view",-1,0,"Váll, AP felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,37204683,Plain X-ray of shoulder,Procedure,MAPS_TO,,,0,
"31604","Shoulder, AP view",-1,0,"Váll, AP felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,3052740,XR Shoulder AP,Procedure,MAPS_TO,,,0,
"31102","Cranial view, bilateral",-1,0,"Koponyafelvétel, kétirányú",1,APPROVED,EQUIVALENT,Hungarian national Node,0,3050827,XR Skull 2 Views,Procedure,MAPS_TO,,,0,
"31102","Cranial view, bilateral",-1,0,"Koponyafelvétel, kétirányú",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4184771,X-ray of skull,Procedure,MAPS_TO,,,0,
"94702",Group gymnastics,-1,0,Csoportos torna,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4263081,Group exercise,Observation,MAPS_TO,,,0,
"19217",Behavioural mapping to inform treatment,-1,0,"Viselkedéstérképezés, kezelés megalapozásához",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4023020,Behavioral assessment,Procedure,MAPS_TO,,,0,
"19217",Behavioural mapping to inform treatment,-1,0,"Viselkedéstérképezés, kezelés megalapozásához",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4023018,Global behavioral assessment,Procedure,MAPS_TO,,,0,
"12000",Scenario analysis,-1,0,Szenzórium vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4198222,Sensory testing,Procedure,MAPS_TO,,,0,
"12030",Examination of cortical lobe functions,-1,0,Kortikális lebenyfunkciók vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4139932,Assessment and interpretation of higher cerebral function,Procedure,MAPS_TO,,,0,
"12003",Study of peripheral nervous system,-1,0,Perifériás idegrendszer vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4111539,Examination of peripheral nerve,Procedure,MAPS_TO,,,0,
"37008",Conformal irradiation additional point,-1,0,Konformális besugárzás kiegészítő pontja,1,APPROVED,EQUIVALENT,Hungarian national Node,0,40480502,Conformal radiotherapy,Procedure,MAPS_TO,,,0,
"31860","Foot, bilateral view",-1,0,"Láb, kétirányú felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,3016996,XR Foot - bilateral Views,Procedure,MAPS_TO,,,0,
"31860","Foot, bilateral view",-1,0,"Láb, kétirányú felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4181438,Radiography of foot,Procedure,MAPS_TO,,,0,
"43352",Tetanus prophylaxis by toxoid injection,-1,0,Tetanus profilaxis toxoid injekcióval,1,APPROVED,EQUIVALENT,Hungarian national Node,0,40086961,"tetanus toxoid vaccine, inactivated Injectable Solution",Drug,MAPS_TO,,,0,
"12031",Neurological examination of aphasia,-1,0,Afázia neurológiai vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4275271,"Assessment and interpretation of higher cerebral function, aphasia testing",Procedure,MAPS_TO,,,0,
"93211","Glasses examination, adjustment, control",-1,0,"Szemüvegvizsgálat, igazítás, ellenőrzés",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4037522,Prosthetic or spectacle service,Procedure,MAPS_TO,,,0,
"11042",Examination outside the surgery,-1,0,Vizsgálat a rendelőn kívül,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4036803,General examination of patient,Procedure,MAPS_TO,,,0,
"11042",Examination outside the surgery,-1,0,Vizsgálat a rendelőn kívül,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4259432,Home visit,Observation,MAPS_TO,,,0,
"12004",Sensory circuit testing,-1,0,Érzőkör vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4254097,Somatosensory testing,Procedure,MAPS_TO,,,0,
"85002",Haemostasis by bandaging,-1,0,Vérzéscsillapítás kötéssel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4185313,Compression bandaging,Procedure,MAPS_TO,,,0,
